Номер дільниці; Опис меж дільниці; Адреса приміщення для голосування (місцезнаходження) / Адреса дільничної виборчої комісії; Розмір дільниці; Кординати
440468; с.Сабівка; вул.Садова, 38А, с.Сабівка, Слов’яносербський р-н, Луганська обл., 93735 (сільський клуб, актова зала);Середня;39.144858,48.578261
440469; м.Зимогір’я – вул.Гагаріна, вул.Горького, вул.Петровського, вул.Сєвєрна, вул.Совхозна, вул.Степна, пров.Горького; вул.Горького, 85Б, м.Зимогір’я, Слов’яносербський р-н, Луганська обл., 93740 (фельдшерсько-акушерський пункт, каб.2);мала;38.901682,48.600886
440470; м.Зимогір’я – вул.Володарського, вул.Ілліча, вул.Калініна, вул.Кірова, вул.Крупської, вул.Леніна: 80А, 84, 86–221., вул.Лермонтова, вул.Литвинова, вул.Луганська, вул.Набережна, вул.Підгірна, вул.Тельмана, вул.1 Мая, пров.Леніна, пров.Лермонтова; вул.Леніна, 94, м.Зимогір’я, Слов’яносербський р-н, Луганська обл., 93740 (філія Луганської автошколи, к.2);Середня;38.932182,48.590292
440471; м.Зимогір’я – вул.Ватутіна, вул.Карла Маркса: 16, 25, 103, 107, 109, 113–115, 117–188., вул.Кошевого, вул.Папаніна, вул.Садова, вул.Хмельницького, вул.20-го з’їзду, пров.Кошевого; вул.Садова, 26А, м.Зимогір’я, Слов’яносербський р-н, Луганська обл., 93740 (школа, фойє);Середня;38.923697,48.584642
440472; м.Зимогір’я – вул.Желєзнодорожна, вул.Карла Маркса: 1–15, 16А–23, 27–102, 104–106, 108, 110–112, 116., вул.Комсомольська, вул.Кутузова, вул.Маяковського, вул.Менделєєва: 20–75., вул.Панфілова, вул.Пролетарська, вул.Шевченко, вул.2-а Вокзальна, пров.Вокзальний, пров.Садовий, пров.Южний; вул.Садова, 26А, м.Зимогір’я, Слов’яносербський р-н, Луганська обл., 93740 (школа, їдальня);Середня;38.924105,48.584553
440473; м.Зимогір’я – вул.Ворошилова, вул.Красноармійська, вул.Леніна: 1–79, 81, 85., вул.Луначарського: 15, 17, 19, 21, 23, 24Б–48., вул.Менделєєва: 12–12А, 16–19А., вул.Некрасова: 3, 5, 7, 10–61., вул.Октябрська: 7–68., вул.Пархоменко, вул.Пушкіна, вул.8 Марта, пров.Красноармійський, пров.Октябрський, пров.Пожарний, пров.Пушкіна, пров.Суворова; вул.Побєди, 7А, м.Зимогір’я, Слов’яносербський р-н, Луганська обл., 93740 (будинок культури, фойє, 2-й поверх);Середня;38.948381,48.579469
440474; м.Зимогір’я – вул.Зарічна, вул.Побєди, вул.Суворова; вул.Побєди, 7А, м.Зимогір’я, Слов’яносербський р-н, Луганська обл., 93740 (будинок культури, дискотечна зала);Середня;38.948699,48.579197
440475; м.Зимогір’я – вул.В.Інтернаціоналістів, вул.Гоголя, вул.Луначарського: 1–14, 16, 18, 20, 22, 24–24А., вул.Менделєєва: 1–11, 13., вул.Некрасова: 2, 4, 6, 8., вул.Октябрська: 1–6., вул.Піонерська: 1, 3, 5, 7, 9, 11, 13., вул.Свободи, вул.Совєтов, вул.Толстого, вул.Чкалова, пров.Артема, пров.Зелений, пров.Спортивний; вул.Совєтов, 2А, м.Зимогір’я, Слов’яносербський р-н, Луганська обл., 93740 (комунальне підприємство "Мрія", фойє);Середня;38.947135,48.576122
440476; м.Зимогір’я – вул.Мічуріна, вул.Молодіжна, вул.Піонерська: 2, 4, 6, 8, 10, 12, 14–22., вул.Шахтарська, вул.Ювілейна, вул.60 років Жовтня; вул.Гоголя, 1А, м.Зимогір’я, Слов’яносербський р-н, Луганська обл., 93740 (гімназія, фойє);Середня;38.955444,48.573978
440477; с.Кримське; вул.Затишна, 9, с.Кримське, Новоайдарський р-н, Луганська обл., 93713 (будинок культури, актова зала);Середня;38.795986,48.750702
440478; с.Сокільники; вул.Горького, 108, с.Сокільники, Новоайдарський р-н, Луганська обл., 93714 (сільський клуб, актова зала);мала;38.872966,48.748086
440479; смт Лозівський – вул.Больничний тупик, вул.Горького, вул.Космонавтів, вул.Леніна: 1–10., вул.Цупова: 1–2, 3А–35., вул.Яковенко; вул.Леніна, 1А, смт Лозівський, Слов’яносербський р-н, Луганська обл., 93745 (будинок культури, фойє);Велика;38.881805,48.558874
440480; смт Лозівський – вул.Водобуд, вул.Доненерго, вул.Карла Маркса, вул.Київська, вул.Комсомольська, вул.Леніна: 11–37., вул.Ленінградська, вул.Ломоносова, вул.Московська, вул.Октябрська, вул.Підгірна, вул.Побєди, вул.Театральна, вул.Шахтарська, вул.1 Мая, пров.Кооперативний, пров.Садовий, пров.Степний, пров.Строітельний, пров.8 Марта, с-ще Криворіжжя; вул.Октябрська, 7, смт Лозівський, Слов’яносербський р-н, Луганська обл., 93745 (школа, фойє);Середня;38.881471,48.563940
440481; смт Лозівський – вул.Лермонтова, вул.Л.Шевцової, вул.Новостройна, вул.Пушкіна, вул.Садова, вул.Шевченка, вул.8 Марта, пров.Лермонтова; вул.Садова, 19, смт Лозівський, Слов’яносербський р-н, Луганська обл., 93745 (початкова школа, кл.2);Середня;38.903822,48.547780
440482; смт Лотикове – вул.Воровського, вул.Громова, вул.Дімітрова, вул.Енгельса, вул.Кірова, вул.Комсомольська, вул.Котовського, вул.Кошевого, вул.Крупської, вул.Лазо, вул.Леніна, вул.Л.Чайкіної, вул.Матросова, вул.Мічуріна, вул.Некрасова, вул.Орджонікідзе, вул.Папаніна, вул.Паркова, вул.Підгірна, вул.Серго, вул.Степна, вул.Толстого, вул.Тюленіна, вул.Фрунзе, вул.Харитонова, вул.Чапаєва, вул.Чехова, вул.60 років СРСР, пров.Лазо, пров.Некрасова, пров.Серго; вул.Леніна, 26, смт Лотикове, Слов’яносербський р-н, Луганська обл., 93747 (будинок культури, фойє);Середня;38.918044,48.529429
440483; смт Лотикове – вул.Ватутіна, вул.Гоголя, вул.Горького, вул.Чкалова, вул.Шевченко, вул.Щорса, вул.1 Мая, вул.30 років Жовтня; вул.Чкалова, 1, смт Лотикове, Слов’яносербський р-н, Луганська обл., 93747 (школа, фойє);Середня;38.919207,48.533138
440484; с-ще Металіст, с.Стукалова Балка; вул.Октябрська, 58, с-ще Металіст, Слов’яносербський р-н, Луганська обл., 93733 (будинок культури, фойє);Велика;39.277839,48.620454
440485; с.Земляне, с.Лиман, с.Шишкове; вул.Молодіжна, 30, с.Шишкове, Слов’яносербський р-н, Луганська обл., 93733 (сільський клуб, фойє);мала;39.223705,48.642309
440486; с.Раївка; пл.Леніна, 2, с.Раївка, Слов’яносербський р-н, Луганська обл., 93732 (сільський клуб, актова зала);мала;39.183122,48.684767
440487; смт Родакове – вул.Вокзальна, вул.Ворошилова, квартал Шевченка, 61 км; квартал Шевченка, 15А, смт Родакове, Слов’яносербський р-н, Луганська обл., 93743 (дистанція колії, актова зала);Середня;39.024289,48.553091
440488; смт Родакове – вул.Автомобілістів, квартал Леніна, квартал Сонячний; квартал Леніна, 14Г, смт Родакове, Слов’яносербський р-н, Луганська обл., 93743 (адмінбудинок дільниці будівельно-монтажного експлуатаційного управління, фойє);Середня;39.024342,48.555839
440489; смт Родакове – вул.Виноградна: 1–151А., вул.Новостройна: 1–70., вул.Первомайська: 1–23., вул.Садова: 1–99., вул.Челюскіна: 3–148., пров.Желєзнодорожний, пров.Садовий, пров.Центральний, пров.1-а лінія, пров.2-а лінія, пров.3-я лінія, квартал Желєзнодорожний, квартал Молодіжний; квартал Леніна, 15Б, смт Родакове, Слов’яносербський р-н, Луганська обл., 93743 (гімназія, фойє);Середня;39.026281,48.557046
440490; смт Родакове – вул.Виноградна: 152–357., вул.Новостройна: 71–262., вул.Первомайська: 25–154., вул.Садова: 101–214., вул.Челюскіна: 151–375., пров.Деповський, пров.Новостройний, пров.4-та лінія, пров.5-та лінія, пров.6-та лінія, пров.7-ма лінія; квартал Леніна, 17, смт Родакове, Слов’яносербський р-н, Луганська обл., 93743 (гуртожиток локомотивного депо, фойє);Середня;39.021690,48.557602
440491; с.Говоруха, с.Замостя, с.Красний Луч, с.Новодачне, с.Суходіл; вул.Новостройна, 1А, с.Красний Луч, Слов’яносербський р-н, Луганська обл., 93744 (школа, фойє);Середня;39.036056,48.576302
440492; смт Слов’яносербськ – вул.Донецька: 1–27, 29, 31, 33, 35А, 37–39., вул.Комсомольська, вул.Первомайська, вул.Степна, вул.60 років Жовтня, пров.Горького, пров.Молодіжний, пров.Сонячний, пров.Южний, квартал Алексєєва; вул.Комсомольська, 1, смт Слов’яносербськ, Слов’яносербський р-н, Луганська обл., 93701 (райавтодор, актова зала);мала;38.991074,48.681598
440493; смт Слов’яносербськ – вул.Гагаріна: 1–30, 31–35А, 37., вул.Горького: 1–48, 52–70., вул.Кірова: 1–35А, 37, 39, 41, 43, 45–45А, 47, 49, 51, 53–55, 57., вул.Леніна: 1–60, 62., пров.Залуцького, пров.Партизанський, пров.Сурніна, пров.Центральний: 1, 3, 5, 7, 11–13, 15, 17, 19–19А, 21, 23, 25, 27., пров.Чернишевського, пров.Шестерень; пров.Партизанський, 5, смт Слов’яносербськ, Слов’яносербський р-н, Луганська обл., 93701 (районні енергетичні мережі ТОВ "Луганське енергетичне об’єднання", зала засідань);Середня;38.987183,48.691789
440494; смт Слов’яносербськ – вул.Виноградна, вул.Гагаріна: 39., вул.Горького: 49–51, 72–78, 80, 106., вул.Кірова: 36, 38, 40, 42, 44, 46, 48, 50, 52, 61–61А, 63, 65–65Б, 67, 69, 71–73, 75, 77, 79–81., вул.Леніна: 61, 66–71., вул.Теплична, вул.Цвіточна, пров.Героїв, пров.Дзержинського, пров.Центральний: 2, 4, 6, 10, 14, 16, 18, 20, 22, 24, 26, 28–30.,; вул.Горького, 88, смт Слов’яносербськ, Слов’яносербський р-н, Луганська обл., 93701 (районний будинок культури, дискотечна зала);Середня;38.979910,48.696663
440495; смт Слов’яносербськ – вул.Гагаріна: 41–47А., вул.Горького: 79, 83–99, 108, 110, 116., вул.Донецька: 28, 30, 32, 34, 36, 41–47, 49, 51, 53, 55, 57, 59, 61–61А., вул.Кірова: 56, 58–60, 62, 64–64А, 66, 68, 70, 83, 85А–85Б, 87А, 89, 91–91А, 93, 95, 99, 101, 103, 105, 109, 111–111Б., вул.Леніна: 81–103А, 106, 108, 110, 112, 114, 116, 118, 120, 122, 126., пров.Дікалова: 2., пров.Космонавтів, пров.Октябрський; вул.Горького, 90, смт Слов’яносербськ, Слов’яносербський р-н, Луганська обл., 93701 (гімназія, їдальня);Середня;38.978951,48.698179
440496; смт Слов’яносербськ – вул.Гагаріна: 30 к.2, 36, 40, 49–83., вул.Горького: 101–105, 107, 109, 111–115, 117–145., вул.Донецька: 48–48А, 50, 52, 54А, 56, 58, 60, 62–131А., вул.Кірова: 74, 76, 78, 82, 84–85, 86–86А, 88, 90–90А, 92, 94, 96–98, 100, 102, 104, 106–108, 110–110А, 112–159., вул.Красноармійська, вул.Леніна: 105–105Б, 107, 109, 111, 113, 115, 117, 119, 121, 123–125, 127–170., вул.Лісова, вул.Миру, вул.Набережна, вул.Новостройна, вул.Ювілейна, пров.Больничний, пров.Гвардійський, пров.Дікалова: 1, 3А–10., пров.Донецький, пров.Заозерний, пров.Зелений, пров.Піонерський, пров.Садовий, с.Красний Лиман; вул.Гагаріна, 34, смт Слов’яносербськ, Слов’яносербський р-н, Луганська обл., 93701 (технікум, фойє);Велика;38.974507,48.700399
440497; с.Знам’янка, с.Пришиб; вул.Центральна, 105А, с.Пришиб, Слов’яносербський р-н, Луганська обл., 93705 (сільський клуб, актова зала);мала;38.931996,48.735501
440498; с.Довге; вул.Центральна, 8А, с.Довге, Слов’яносербський р-н, Луганська обл., 93707 (сільський клуб, актова зала);мала;39.029212,48.644668
440499; с.Сміле; вул.Шкільна, 19, с.Сміле, Слов’яносербський р-н, Луганська обл., 93706 (школа, фойє);Середня;38.923676,48.675283
440500; с.Новогригорівка, с.Степове; вул.Шкільна, 10, с.Степове, Слов’яносербський р-н, Луганська обл., 93724 (школа, фойє);Середня;38.967369,48.625277
440501; с.Трьохізбенка – вул.Алексєєва, вул.Артема, вул.Булавіна, вул.Довга Балка, вул.Леніна, вул.Лісна, вул.Мамаєва, вул.Пархоменко, вул.Разіна, вул.Сотникова, вул.Тюленіна, вул.Шкільна, вул.Щорса, пров.Алексєєва, пров.Булавінський, пров.Верхній, пров.Донецький, пров.Іваненко, пров.Кам’яний, пров.Красний, пров.Леніна, пров.Огородній, пров.Підгірний, пров.Піщаний, пров.Продольний, пров.Садовий, пров.Центральний; вул.Щорса, 1, с.Трьохізбенка, Новоайдарський р-н, Луганська обл., 93710 (будинок культури, актова зала);Велика;38.964191,48.757191
440502; с.Трьохізбенка – вул.Гончарова, вул.Донецька, вул.Молодіжна, пров.Лісний, пров.Сосновий; пров.Сосновий, 4, с.Трьохізбенка, Новоайдарський р-н, Луганська обл., 93710 (сільська бібліотека, фойє);мала;38.925328,48.770528
440503; с.Трьохізбенка – вул.Больнична, с.Кряківка, с.Оріхове-Донецьке; вул.Гагаріна, 56А, с.Кряківка, Новоайдарський р-н, Луганська обл., 93711 (фельдшерсько-акушерський пункт, фойє);мала;38.885702,48.768259
440504; смт Фрунзе – вул.Енгельса, вул.Зарічна, вул.Інтернаціональна: 1–41, 43, 45, 47, 49–53, 55, 57–97., вул.Карла Маркса, вул.Кірова: 2–22, 24А, 26А–30., вул.Кримська, вул.Леніна, вул.Маяковського, вул.Молодіжна, вул.Островського, вул.Папаніна, вул.Петровського, вул.Польова, вул.Привокзальна: 1–19., вул.Разіна, вул.Свердлова, вул.Севастопольська, вул.Совєтов: 1–56, 58, 60, 62, 64, 66, 68, 70, 72, 74, 76, 80., вул.Степна, вул.Толстого, вул.Фрунзе, вул.Чапаєва, вул.Шевченка, вул.Ялтинська, вул.40 лєт Побєди: 1–10, 12., пров.Вокзальний: 2, 12–14, 16–18., пров.Гремучий, пров.Желєзнодорожний, пров.Кримський, пров.Петровського, с.Дачне; вул.Привокзальна, 9А, смт Фрунзе, Слов’яносербський р-н, Луганська обл., 93720 (будинок культури, фойє);Середня;38.745704,48.667674
440505; смт Фрунзе – вул.Бурки, вул.Гагаріна, вул.Інтернаціональна: 42А, 44, 46, 48, 54–54Б, 56, 103–211., вул.Калініна, вул.Карла Лібкнехта, вул.Кірова: 24, 26, 32., вул.Лермонтова, вул.Луначарського, вул.Мічуріна, вул.Надьярна, вул.Орджонікідзе, вул.Привокзальна: 21–48., вул.Пушкіна, вул.Совєтов: 57, 59, 61, 63, 65, 67, 69, 71, 73, 75, 77–79, 81–216., вул.Челюскінцев, вул.1-го Мая, вул.40 лєт Побєди: 11, 13–41., пров.Вокзальний: 1, 3–5А, 15., пров.Горького, пров.Гудименко, пров.Клубний, пров.Кошевого, пров.Набережний, пров.Октябрський, пров.Садовий, пров.Совєтський, пров.Шкільний; вул.Інтернаціональна, 151, смт Фрунзе, Слов’яносербський р-н, Луганська обл., 93720 (школа, їдальня);Середня;38.757359,48.668164
440506; с.Хороше; вул.Октябрська, 5, с.Хороше, Слов’яносербський р-н, Луганська обл., 93721 (школа, фойє);Середня;38.843196,48.626701
440507; с.Пахалівка, с.Петровеньки; вул.Леніна, 46, с.Петровеньки, Слов’яносербський р-н, Луганська обл., 93722 (сільський клуб, актова зала);мала;38.785776,48.647337
440508; с-ще Яснодольськ; вул.Стахановська, 9, с-ще Яснодольськ, Слов’яносербський р-н, Луганська обл., 93892 (фельдшерсько-акушерський пункт, к.2);мала;38.768092,48.585855
440513; смт Станиця Луганська – вул.Барбашова, вул.Дубравна, вул.Індустріальна, вул.Лебединського, вул.Ломоносова, вул.Москва-Донбас, вул.Тюленіна, вул.Центральна, вул.1 Лінія, вул.1 Травня, вул.2 Лінія, вул.3 Лінія, вул.4 Лінія, вул.5 Лінія: 2–23Г., вул.6 Лінія, вул.7 Лінія, пров.Дубравний, пров.Зоряний, пров.Крилова, пров.Любові Шевцової, пров.Мирний, пров.Світлий, пров.Северний, пров.1 Малий, пров.2 Малий; вул.Центральна, 26, смт Станиця Луганська, Станично-Луганський р-н, Луганська обл., 93600 (будинок культури, великий зал);Середня;39.498866,48.642319
440514; смт Станиця Луганська – вул.Букаєва, вул.Лісна, вул.Маяковського, вул.Ульяни Громової, вул.Шевченко, пров.Лісний, пров.Шевченко; вул.Центральна, 26, смт Станиця Луганська, Станично-Луганський р-н, Луганська обл., 93600 (дитячо-юнацька спортивна школа, спортивна зала);Середня;39.500784,48.644051
440515; смт Станиця Луганська – вул.Горького, вул.Зарічна, вул.Лугова, вул.Спортивна, вул.Чехова, вул.5 Лінія: 25–87., пров.Горького; вул.Горького, 66, смт Станиця Луганська, Станично-Луганський р-н, Луганська обл., 93600 (будинок АТП, актова зала);Середня;39.509052,48.656948
440516; смт Станиця Луганська – вул.Гоголя, вул.Донецька, вул.Залізнична, вул.Затишна, вул.Комарова, вул.Комунальна, вул.Кринична, вул.Лермонтова, вул.Молодіжна, вул.Некрасова, вул.Пісочна, вул.Світла, вул.Чернишевського, вул.Ювілейна, вул.Южна, вул.Юності, пров.Затишний, пров.Криничний, пров.Лермонтова, пров.Некрасова, пров.Пісочний, пров.2 Пісочний, проїзд Молодіжний, квартал Молодіжний; квартал Молодіжний, 19, смт Станиця Луганська, Станично-Луганський р-н, Луганська обл., 93601 (школа №1, фойє);Велика;39.476184,48.652518
440517; смт Станиця Луганська – вул.Бузкова, вул.Ватутіна, вул.Гагаріна, вул.Зоряна, вул.Магістральна, вул.майора Герасимова, пров.Бузковий, пров.Пісчаний, ПЧЛ-20; пров.Шкільний, 9, смт Станиця Луганська, Станично-Луганський р-н, Луганська обл., 93602 (будинок культури, фойє);Велика;39.464452,48.665234
440518; смт Станиця Луганська – вул.будинки 977 км, вул.Деповська, вул.Миру, вул.Озерна, вул.Рубіжна, вул.Чкалова, вул.Шкільна, пров.Шкільний, пров.1 Рубіжний, пров.2 Рубіжний, проїзд Деповський, проїзд Шкільний, казарма 977, мікрорайон Залізничий; вул.Шкільна, 1, смт Станиця Луганська, Станично-Луганський р-н, Луганська обл., 93602 (школа, фойє);Велика;39.444796,48.677303
440519; смт Станиця Луганська – вул.Вільхівська, вул.Калинова, вул.Кіндрашівська, вул.Польова, вул.Пушкіна, вул.Святкова, вул.Тургенєва, вул.Широка, пров.Житловий, пров.Калиновий, казарма 976, квартал Казачий; вул.Деповська, 36, смт Станиця Луганська, Станично-Луганський р-н, Луганська обл., 93602 (залізничний вокзал, фойє);Середня;39.487767,48.670474
440520; смт Станиця Луганська – вул.Добра, вул.Катаєва, вул.Клубна, вул.Липова, вул.Свободи, вул.Соснова, вул.Тиха, вул.Шосейна, пров.Катаєва, пров.Клубний, пров.1 Сосновий, пров.2 Сосновий, пров.3 Сосновий; пров.Клубний, 11, смт Станиця Луганська, Станично-Луганський р-н, Луганська обл., 93602 (Кіндрашівська ПМСД, актова зала);Середня;39.458384,48.656755
440521; с.Миколаївка, с.Бурчак-Михайлівка, с.Лобачеве; вул.Радянська, 14, с.Миколаївка, Станично-Луганський р-н, Луганська обл., 93654 (школа, спортивний зал);Велика;39.523811,48.587110
440522; с.Суходіл; вул.Донецька, 32А, с.Суходіл, Станично-Луганський р-н, Луганська обл., 93655 (будинок культури, фойє);мала;39.582377,48.579797
440523; с.Валуйське – вул.Гоголя, вул.Дружби, вул.Кутузова, вул.Миру, вул.Набережна, вул.Невського, вул.Погорелівська, вул.Суворова, вул.Центральна: 1А–144., вул.Ювілейна, пров.Луганський, пров.Сєвєрний, пров.1-й Центральний, пров.2-й Центральний; вул.Миру, 67, с.Валуйське, Станично-Луганський р-н, Луганська обл., 93651 (школа №2, фойє);Середня;39.536487,48.649143
440524; с.Валуйське – вул.Весняна, вул.Горького, вул.Гусинівська, вул.Лермонтова, вул.Маяковського, вул.Мічуріна, вул.О.Кошевого, вул.Польова, вул.Пушкіна, вул.Центральна: 146–303., вул.1 Травня, вул.8 Березня, пров.Вільний, пров.Комарова, пров.3-й Центральний, пров.4-й Центральний, пров.5-й Центральний, с-ще Вільхове – вул.Вишнева; вул.Центральна, 274А, с.Валуйське, Станично-Луганський р-н, Луганська обл., 93650 (будинок культури, актова зала);Велика;39.537340,48.670385
440525; с.Макарове; вул.Центральна, 305, с.Валуйське, Станично-Луганський р-н, Луганська обл., 93650 (школа №1, спортивна зала);Середня;39.516715,48.682365
440526; с-ще Вільхове – вул.Вокзальна, вул.Зарічна, вул.Лісна, вул.Л.Толстого, вул.Некрасова, вул.Пісчане лісництво, вул.Райдужна, вул.Сонячна, вул.Шевченко, пров.Шевченко; вул.Вокзальна, 1, с-ще Вільхове, Станично-Луганський р-н, Луганська обл., 93653 (залізничний вокзал, фойє);Середня;39.563366,48.673323
440527; с-ще Вільхове – вул.Белінського, вул.Вільхівська, вул.Донецька, вул.Квітнева, вул.Лазурна, вул.Привокзальна, вул.Садова, вул.Соснова, вул.Чехова, вул.Шкільна, вул.2 Донецька, пров.Вільхівський; вул.Шкільна, 50, с-ще Вільхове, Станично-Луганський р-н, Луганська обл., 93653 (школа, фойє);Середня;39.580561,48.674901
440528; с.Валуйське – вул.Будівельників, вул.Озерна, квартал Молодіжний, с.Болотене, с.Сизе; вул.Миру, 67, с.Валуйське, Станично-Луганський р-н, Луганська обл., 93651 (школа №2, спортивна зала);мала;39.557545,48.647125
440529; с.Нижня Вільхова; вул.Різдвяна, 53, с.Нижня Вільхова, Станично-Луганський р-н, Луганська обл., 93641 (будинок культури, великий зал);Середня;39.568645,48.739403
440530; с.Верхня Вільхова, с.Пшеничне; пл.Соборна, 2, с.Верхня Вільхова, Станично-Луганський р-н, Луганська обл., 93642 (будинок культури, великий зал);мала;39.539508,48.751008
440531; с.Малинове, с.Плотина; вул.Івана Франка, 38А, с.Плотина, Станично-Луганський р-н, Луганська обл., 93643 (школа, спортивний зал);Середня;39.474892,48.797679
440532; с.Гарасимівка; вул.Молодіжна, 5, с.Гарасимівка, Станично-Луганський р-н, Луганська обл., 93640 (школа, спортивний зал);мала;39.699876,48.785303
440533; с.Комишне, с.Колесниківка, с.Юганівка; вул.Дружби, 1, с.Комишне, Станично-Луганський р-н, Луганська обл., 93644 (будинок культури, великий зал);Середня;39.671374,48.715883
440534; с-ще Широкий; вул.Водолазкіна, 13, с-ще Широкий, Станично-Луганський р-н, Луганська обл., 93624 (школа, фойє);Середня;39.640411,48.830998
440535; с-ще Козачий; вул.Центральна, 43, с-ще Козачий, Станично-Луганський р-н, Луганська обл., 93626 (будинок культури, великий зал);мала;39.571649,48.883597
440536; с-ще Степове; вул.Мира, 34А, с-ще Степове, Станично-Луганський р-н, Луганська обл., 93641 (будинок культури, великий зал);мала;39.571463,48.776667
440537; с.Чугинка; вул.Шкільна, 1Б, с.Чугинка, Станично-Луганський р-н, Луганська обл., 93620 (школа, фойє);Середня;39.675643,48.921678
440538; с.Вільне, с.Деркульське, с.Золотарівка, с.Олександрівка; вул.Набережна, 47А, с.Олександрівка, Станично-Луганський р-н, Луганська обл., 93620 (будинок культури, великий зал);мала;39.740697,48.976767
440539; с-ще Розквіт; вул.Шкільна, 2, с-ще Розквіт, Станично-Луганський р-н, Луганська обл., 93625 (сільська рада, актова зала);мала;39.580986,48.951802
440540; с.Красна Талівка, с.Красний Деркул; проспект Перемоги, 1, с.Красна Талівка, Станично-Луганський р-н, Луганська обл., 93621 (школа, фойє);Середня;39.845138,48.852829
440541; с-ще Талове; пров.Клубний, 3, с-ще Талове, Станично-Луганський р-н, Луганська обл., 93623 (школа, фойє);мала;39.960954,48.857757
440542; с.Благовіщенка; вул.Центральна, будинок культури, с.Благовіщенка, Станично-Луганський р-н, Луганська обл., 93623 (будинок культури, великий зал);мала;40.023887,48.904305
440543; с.Тепле; вул.Миру, 45, с.Тепле, Станично-Луганський р-н, Луганська обл., 93630 (школа, фойє);Середня;39.439359,48.833709
440544; с.Верхній Мінченок, с.Крепи, с.Нижній Мінченок; вул.Центральна, 41, с.Верхній Мінченок, Станично-Луганський р-н, Луганська обл., 93631 (будинок культури, великий зал);мала;39.471146,48.884005
440545; с.Нижньотепле, с.Піщане, с.Середньотепле; вул.Центральна, 1, с.Нижньотепле, Станично-Луганський р-н, Луганська обл., 93632 (школа, фойє);Середня;39.345550,48.797036
440546; с.Артема; вул.Сонячна, 48А, с.Артема, Станично-Луганський р-н, Луганська обл., 93632 (школа, фойє);Середня;39.308938,48.789117
440547; смт Петропавлівка – вул.Благодатна, вул.Вишнева, вул.Дружби, вул.Зоряна, вул.Космонавтів, вул.Лісова, вул.Миру: 2А–54., вул.Мостового, вул.Петрівська: 1–90, 94, 96–98, 100, 102–102А, 106, 110–110А, 114, 118–118А, 122, 124, 126, 128., вул.Піщана, вул.Садова: 2–103, 105–107, 109, 111, 115–119, 121–123, 125, 127, 129, 131А., вул.Слобожанська, вул.Соснова, вул.Центральна, вул.Шкільна, вул.1 Підгорна, вул.2 Підгорна, пл.Петропавлівська, пров.Зоряний, пров.Йовсугський, пров.Мирний перший, пров.Новосадовий, пров.Петрівський, пров.Поштовий, пров.1 Піщаний, пров.2 Піщаний; вул.Зоряна, 4, смт Петропавлівка, Станично-Луганський р-н, Луганська обл., 93613 (школа №1, актова зала);Велика;39.277916,48.771903
440548; смт Петропавлівка – вул.Аграрна, вул.Больнична, вул.Гагаріна, вул.Зарічна, вул.Зелена, вул.Коханця Антона, вул.Лугова, вул.Миру: 54А–197., вул.Набережна, вул.Новостройна, вул.Озерна, вул.Петрівська: 91, 95, 99, 101, 103–105, 107–109А, 111–113, 115–117, 119–121, 123, 125–125А, 127–127А, 128Б–198., вул.Садова: 104, 108, 110, 112–114, 120, 124А, 126, 128, 130, 132–329., вул.Слов’янська, вул.Степова, вул.Суворова, вул.Ювілейна, пров.Київський, пров.Мирний другий, пров.Мирний третій, пров.Мирний четвертий, пров.Північний, пров.Східний, пров.1 Зарічний, пров.1 Садовий, пров.1 Степовий, пров.2 Зарічний, пров.2 Садовий, пров.2 Степовий, пров.3 Садовий, пров.4 Садовий, пров.5 Садовий, квартал Молодіжний; вул.Миру, 64А, смт Петропавлівка, Станично-Луганський р-н, Луганська обл., 93613 (школа №2, фойє);Велика;39.265688,48.807185
440549; с.Войтове; вул.Центральна, 33, с.Войтове, Станично-Луганський р-н, Луганська обл., 93614 (школа, фойє);мала;39.182283,48.850068
440550; с.Передільське, с.Геївка; вул.Центральна, 43Б, с.Передільське, Станично-Луганський р-н, Луганська обл., 93615 (будинок культури, великий зал);Середня;39.155024,48.748486
440551; с.Старий Айдар; вул.Айдарська, 70Б, с.Старий Айдар, Станично-Луганський р-н, Луганська обл., 93616 (сільський клуб, актова зала);мала;39.135824,48.730720
440552; с.Сотенне; вул.Центральна, 1В, с.Сотенне, Станично-Луганський р-н, Луганська обл., 93612 (школа, спортивний зал);Середня;39.357164,48.924078
440553; с.Михайлівка; вул.Садова, 15Б, с.Михайлівка, Станично-Луганський р-н, Луганська обл., 93612 (будинок культури, великий зал);мала;39.281914,48.862718
440554; с.Велика Чернігівка; вул.Миру, 235, с.Велика Чернігівка, Станично-Луганський р-н, Луганська обл., 93611 (будинок культури, великий зал);Середня;39.409648,48.957774
440555; с.Верхньобогданівка; пл.Миру, 4, с.Верхньобогданівка, Станично-Луганський р-н, Луганська обл., 93610 (будинок культури, великий зал) / площа Миру, 4, с.Верхньобогданівка, Станично-Луганський р-н, Луганська обл., 93610;мала;39.487494,49.041517
